file	selector	context	property	value
src/css/banner/02-banner-layout.css	#trendingMaster:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		margin-top	0
src/css/banner/02-banner-layout.css	.banner-trending-join-teal:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		stroke-width	1.05
src/css/banner/02-banner-layout.css	.banner-trending-join svg:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		overflow	visible
src/css/banner/02-banner-layout.css	.banner-trending-join:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		min-width	1808px
src/css/banner/02-banner-layout.css	.banner-trending-join:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		max-width	1920px
src/css/banner/02-banner-layout.css	.banner-trending-join:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		width	100%
src/css/banner/02-banner-layout.css	body .page:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		padding-bottom	0
src/css/banner/02-banner-layout.css	body .page:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		position	relative
src/css/banner/02-banner-layout.css	.banner-trending-join-teal		stroke-width	1.2
src/css/banner/02-banner-layout.css	.banner-trending-join-teal		stroke	url(#bannerTrendingTeal)
src/css/banner/02-banner-layout.css	.banner-trending-join-gold		stroke	url(#bannerTrendingGold)
src/css/banner/02-banner-layout.css	".banner-trending-join-gold,
.banner-trending-join-teal"		stroke-linejoin	round
src/css/banner/02-banner-layout.css	".banner-trending-join-gold,
.banner-trending-join-teal"		stroke-linecap	round
src/css/banner/02-banner-layout.css	".banner-trending-join-gold,
.banner-trending-join-teal"		vector-effect	non-scaling-stroke
src/css/banner/02-banner-layout.css	".banner-trending-join-gold,
.banner-trending-join-teal"		fill	none
src/css/banner/02-banner-layout.css	.banner-trending-join svg		height	100%
src/css/banner/02-banner-layout.css	.banner-trending-join svg		width	100%
src/css/banner/02-banner-layout.css	.banner-trending-join svg		display	block
src/css/banner/02-banner-layout.css	.banner-trending-join svg		position	relative
src/css/banner/02-banner-layout.css	.banner-trending-join::before		background-repeat	no-repeat
src/css/banner/02-banner-layout.css	.banner-trending-join::before		background-image	"radial-gradient(circle at 8% 28%, rgba(225,252,255,.70) 0 1px, transparent 1.7px),
    radial-gradient(circle at 22% 72%, rgba(180,244,255,.48) 0 1px, transparent 1.7px),
    radial-gradient(circle at 37% 24%, rgba(230,255,255,.62) 0 1px, transparent 1.6px),
    radial-gradient(circle at 51% 76%, rgba(176,242,255,.52) 0 1px, transparent 1.7px),
    radial-gradient(circle at 67% 30%, rgba(235,255,255,.72) 0 1px, transparent 1.6px),
    radial-gradient(circle at 82% 68%, rgba(185,245,255,.55) 0 1px, transparent 1.7px),
    radial-gradient(circle at 95% 34%, rgba(230,255,255,.65) 0 1px, transparent 1.6px)"
src/css/banner/02-banner-layout.css	.banner-trending-join::before		position	absolute
src/css/banner/02-banner-layout.css	.banner-trending-join::before		content	""""""
src/css/banner/02-banner-layout.css	body .page:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		padding-bottom	0
src/css/banner/02-banner-layout.css	.banner:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		min-height	auto
src/css/banner/02-banner-layout.css	.banner-wrap:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		margin	0 auto
src/css/banner/02-banner-layout.css	.banner-wrap:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		max-width	1790px
src/css/banner/02-banner-layout.css	.banner-wrap:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		width	min(1790px, calc(100% - 32px))
src/css/banner/02-banner-layout.css	.page:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		overflow	hidden
src/css/banner/02-banner-layout.css	.page:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		position	relative
src/css/banner/02-banner-layout.css	.page:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		border-radius	0
src/css/banner/01-banner-core.css	.banner-slider		position	relative
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-desc	@media (max-width: 720px)	padding	7px 8px 6px
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-panel	@media (max-width: 720px)	gap	5px
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-panel	@media (max-width: 720px)	padding	9px
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-watch:hover		transform	translateY(-1px)
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-watch		width	100%
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-footer		gap	8px
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-footer		padding	0 4px
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-footer		min-height	0
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-desc p		line-clamp	3
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-desc p		-webkit-line-clamp	3
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-desc small		text-align	center
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-desc		height	100%
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-desc		min-width	0
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-desc		box-sizing	border-box
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-trio		gap	6px
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-trio		justify-items	center
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-trio		align-items	center
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-trio		grid-template-columns	minmax(0, 1fr) 60px minmax(0, 1fr)
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-trio		display	grid
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-trio		min-height	0
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-trio		min-width	0
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-title		white-space	nowrap
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-title		text-overflow	ellipsis
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-title		letter-spacing	-.035em
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-title		color	#fff
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-title		overflow	hidden
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-title		margin	0
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-title		min-width	0
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-rating		white-space	nowrap
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-rating		color	var(--av-pop-gold)
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-rating		flex	0 0 auto
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-category		white-space	nowrap
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-category		text-transform	uppercase
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-category		text-overflow	ellipsis
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-category		color	#7ce2cf
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-category		overflow	hidden
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-category		min-width	0
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-top		gap	10px
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-top		justify-content	space-between
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-top		align-items	center
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-top		display	flex
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-top		padding	0 3px
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-top		min-height	0
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-top		min-width	0
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-panel		gap	6px
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-panel		display	grid
src/css/components/UPC.css	.av-card-popover-wrap .av-popup-panel		padding	10px
src/css/components/UPC.css	.carousel-collection .av31-description p	@media (max-width: 1400px)	line-clamp	4
src/css/components/UPC.css	.carousel-collection .av31-description p	@media (max-width: 1400px)	-webkit-line-clamp	4
src/css/components/UPC.css	.carousel-collection .av31-description p	@media (max-width: 1400px)	line-height	1.32
src/css/components/UPC.css	.carousel-collection .av31-facts .av31-episode b	@media (max-width: 1400px)	font-size	10px
src/css/components/UPC.css	.carousel-collection .av31-back	@media (max-width: 1400px)	gap	5px
src/css/components/UPC.css	.carousel-collection .av31-back	@media (max-width: 1400px)	padding	7px
src/css/components/UPC.css	.carousel-collection .av31-watch		font-weight	900
src/css/components/UPC.css	.carousel-collection .av31-watch		font-size	8.5px
src/css/components/UPC.css	.carousel-collection .av31-watch		border-radius	9px
src/css/components/UPC.css	.carousel-collection .av31-watch		margin	0
src/css/components/UPC.css	.carousel-collection .av31-watch		min-height	31px
src/css/components/UPC.css	.carousel-collection .av31-watch		height	31px
src/css/components/UPC.css	.carousel-collection .av31-watch		width	100%
src/css/components/UPC.css	.carousel-collection .av31-description p		-webkit-box-orient	vertical
src/css/components/UPC.css	.carousel-collection .av31-description p		line-clamp	5
src/css/components/UPC.css	.carousel-collection .av31-description p		-webkit-line-clamp	5
src/css/components/UPC.css	.carousel-collection .av31-description p		text-align	center
src/css/components/UPC.css	.carousel-collection .av31-description p		display	-webkit-box
src/css/components/UPC.css	.carousel-collection .av31-description p		overflow	hidden
src/css/components/UPC.css	.carousel-collection .av31-description p		margin	0
src/css/components/UPC.css	.carousel-collection .av31-description > strong		text-align	center
src/css/components/UPC.css	.carousel-collection .av31-description > strong		line-height	1
src/css/components/UPC.css	.carousel-collection .av31-description > strong		font-weight	900
src/css/components/UPC.css	.carousel-collection .av31-description		overflow	hidden
src/css/components/UPC.css	.carousel-collection .av31-description		min-height	0
src/css/components/UPC.css	.carousel-collection .av31-facts .av31-episode b		font-size	11px
src/css/components/UPC.css	.carousel-collection .av31-facts .av31-episode b		color	#ffffff
src/css/components/UPC.css	.carousel-collection .av31-facts		display	grid
src/css/components/UPC.css	.carousel-collection .av31-back-head h3		white-space	nowrap
src/css/components/UPC.css	.carousel-collection .av31-back-head h3		text-overflow	ellipsis
src/css/components/UPC.css	.carousel-collection .av31-back-head h3		letter-spacing	-.035em
src/css/components/UPC.css	.carousel-collection .av31-back-head h3		font-weight	900
src/css/components/UPC.css	.carousel-collection .av31-back-head h3		overflow	hidden
src/css/components/UPC.css	.carousel-collection .av31-back-head h3		margin	0
src/css/components/UPC.css	.carousel-collection .av31-back-head h3		grid-column	1 / -1
src/css/components/UPC.css	.carousel-collection .av31-rating		line-height	1
src/css/components/UPC.css	.carousel-collection .av31-rating		font-size	10.5px
src/css/components/UPC.css	.carousel-collection .av31-category		white-space	nowrap
src/css/components/UPC.css	.carousel-collection .av31-category		text-overflow	ellipsis
src/css/components/UPC.css	.carousel-collection .av31-category		line-height	1
src/css/components/UPC.css	.carousel-collection .av31-category		font-weight	900
src/css/components/UPC.css	.carousel-collection .av31-category		overflow	hidden
src/css/components/UPC.css	.carousel-collection .av31-back-head		align-items	center
src/css/components/UPC.css	.carousel-collection .av31-back-head		display	grid
src/css/components/UPC.css	.carousel-collection .av31-back-head		min-width	0
src/css/components/UPC.css	.carousel-collection .av31-back		overflow	hidden
src/css/components/UPC.css	.carousel-collection .av31-back		gap	6px
src/css/components/UPC.css	.carousel-collection .av31-back		display	grid
src/css/components/UPC.css	.carousel-collection .av31-back		min-height	0
src/css/components/UPC.css	.carousel-collection .av31-back		height	100%
src/css/components/UPC.css	.carousel-collection .av31-back		width	100%
src/css/components/UPC.css	.carousel-collection .av-back-description p		line-clamp	4
src/css/components/UPC.css	.carousel-collection .av-back-description p		-webkit-line-clamp	4
src/css/components/UPC.css	.carousel-collection .av-back-sheet		height	100%
src/css/components/UPC.css	.carousel-collection .card-back-content		height	100%
src/css/components/UPC.css	.carousel-collection .card-back-content		width	100%
src/css/components/UPC.css	.carousel-collection .card-back-btn		width	calc(100% - 24px)
src/css/components/UPC.css	.carousel-collection .card-desc		overflow	hidden
src/css/components/UPC.css	.carousel-collection .card-back-meta-col		gap	4px
src/css/components/UPC.css	.carousel-collection .card-back-meta-col		align-items	center
src/css/components/UPC.css	.carousel-collection .card-back-meta		align-items	center
src/css/components/UPC.css	.carousel-collection .card-inner		transform-style	preserve-3d
src/css/components/UPC.css	.carousel-collection .card-inner		position	relative
src/css/components/UPC.css	.carousel-collection .card		cursor	pointer
src/css/components/UPC.css	.carousel-collection .card		perspective	1200px
src/css/components/footer.css	.avf-brand-copy span		margin-top	8px
src/css/components/footer.css	.avf-nav-column	@media (max-width: 820px)	padding	13px 6px
src/css/components/footer.css	.avf-nav-columns	@media (max-width: 820px)	grid-template-columns	1fr
src/css/components/footer.css	.avf-nav-columns	@media (max-width: 1120px)	grid-template-columns	repeat(2, minmax(0, 1fr))
src/css/components/footer.css	.avf-nav-columns	@media (max-width: 1320px)	grid-template-columns	repeat(3, minmax(0, 1fr))
src/css/components/footer.css	.avf-social-item-copy		min-width	0
src/css/components/footer.css	.avf-social-item:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		display	flex
src/css/components/footer.css	.avf-social-item:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)		margin	0
src/css/components/footer.css	.avf-social-item		text-decoration	none
src/css/components/footer.css	.avf-social-stack		gap	10px
src/css/components/footer.css	.avf-social-stack		flex-direction	column
src/css/components/footer.css	.avf-social-stack		display	flex
src/css/components/footer.css	.avf-nav-columns		gap	0
src/css/components/footer.css	.avf-nav-columns		grid-template-columns	repeat(5, minmax(0, 1fr))
src/css/components/footer.css	.avf-brand	@media (max-width: 820px)	margin-bottom	22px
src/css/components/footer.css	.avf-outline-word span:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)	@media (prefers-reduced-motion: reduce)	opacity	0.95
src/css/components/footer.css	.avf-outline-word span:not(#__av_prio_a#__av_prio_b#__av_prio_c#__av_prio_d#__av_prio_e#__av_prio_f#__av_prio_g#__av_prio_h)	@media (prefers-reduced-motion: reduce)	transform	none
src/css/components/footer.css	.avf-nav-column + .avf-nav-column	@media (max-width: 820px)	border-top	1px solid rgba(255,255,255,.045)
src/css/components/footer.css	.avf-nav-column + .avf-nav-column	@media (max-width: 820px)	border-left	0
src/css/components/footer.css	.avf-nav-columns	@media (max-width: 820px)	grid-template-columns	1fr
src/css/components/footer.css	.avf-hero	@media (max-width: 820px)	min-height	0
src/css/components/footer.css	.avf-nav-column:nth-child(n/**/+3)	@media (max-width: 1120px)	padding-top	14px
src/css/components/footer.css	.avf-nav-columns	@media (max-width: 1120px)	grid-template-columns	repeat(2, minmax(0, 1fr))
src/css/components/footer.css	.avf-bottom p		font-size	12px
src/css/components/footer.css	.avf-nav-column a		margin	10px 0
src/css/components/footer.css	.avf-nav-column		min-width	0
src/css/components/footer.css	".avf-headline-top,
.avf-headline-bottom"		line-height	1.02
src/css/components/footer.css	.avf-brand-copy strong		text-transform	uppercase
