file	rule_selector	dropped_branch	missing_classes	missing_ids	action
src/css/main/05-sidebar-effects.css	.serii-cerute-content > .serii-title, .serii-cerute-content > .top-anime-widget	.serii-cerute-content > .top-anime-widget	top-anime-widget		drop-rule
src/css/main/06-favorites.css	.serii-favorite-refresh .fav-genre	.serii-favorite-refresh .fav-genre	fav-genre		drop-rule
src/css/main/06-favorites.css	/* Linia Shounen · TV a fost eliminată din HTML. */ .serii-favorite-refresh .fav-genre:not(#__av_prio_a#__av_prio_b)	/* Linia Shounen · TV a fost eliminată din HTML. */ .serii-favorite-refresh .fav-genre:not(#__av_prio_a#__av_prio_b)	fav-genre		drop-rule
src/css/main/07-layout-adjustments.css	.uap-subtitle	.uap-subtitle	uap-subtitle		drop-rule
src/css/main/07-layout-adjustments.css	.uap-live	.uap-live	uap-live		drop-rule
src/css/main/07-layout-adjustments.css	.uap-live span	.uap-live span	uap-live		drop-rule
src/css/main/07-layout-adjustments.css	.uap-stat-icon	.uap-stat-icon	uap-stat-icon		drop-rule
src/css/main/07-layout-adjustments.css	.uap-stat-icon svg	.uap-stat-icon svg	uap-stat-icon		drop-rule
src/css/main/07-layout-adjustments.css	.uap-stat-watch	.uap-stat-watch	uap-stat-watch		drop-rule
src/css/main/07-layout-adjustments.css	.uap-stat-comment	.uap-stat-comment	uap-stat-comment		drop-rule
src/css/main/07-layout-adjustments.css	.uap-streak	.uap-streak	uap-streak		drop-rule
src/css/main/07-layout-adjustments.css	.uap-streak::before	.uap-streak::before	uap-streak		drop-rule
src/css/main/07-layout-adjustments.css	.uap-streak	.uap-streak	uap-streak		drop-rule
src/css/main/07-layout-adjustments.css	.uap-live span	.uap-live span	uap-live		drop-rule
src/css/main/07-layout-adjustments.css	.left-sidebar .uap-live	.left-sidebar .uap-live	uap-live		drop-rule
src/css/main/07-layout-adjustments.css	.left-sidebar .uap-live span	.left-sidebar .uap-live span	uap-live		drop-rule
src/css/main/07-layout-adjustments.css	.left-sidebar .uap-stat-icon, .left-sidebar .uap-streak	.left-sidebar .uap-stat-icon	uap-stat-icon		drop-rule
src/css/main/07-layout-adjustments.css	.left-sidebar .uap-stat-icon, .left-sidebar .uap-streak	.left-sidebar .uap-streak	uap-streak		drop-rule
src/css/main/08-news-and-effects.css	.av-news-led-frame	.av-news-led-frame	av-news-led-frame		drop-rule
src/css/main/08-news-and-effects.css	.av-news-led-frame rect	.av-news-led-frame rect	av-news-led-frame		drop-rule
src/css/main/08-news-and-effects.css	.av-news-led-glow	.av-news-led-glow	av-news-led-glow		drop-rule
src/css/main/08-news-and-effects.css	.av-news-led-core	.av-news-led-core	av-news-led-core		drop-rule
src/css/main/08-news-and-effects.css	.av-news-led-frame rect	.av-news-led-frame rect	av-news-led-frame		drop-rule
src/css/main/08-news-and-effects.css	/* Sarpe LED din puncte apropiate - urmareste exact rama. */ .av-news-led-frame	/* Sarpe LED din puncte apropiate - urmareste exact rama. */ .av-news-led-frame	av-news-led-frame		drop-rule
src/css/main/08-news-and-effects.css	.av-news-led-snake	.av-news-led-snake	av-news-led-snake		drop-rule
src/css/main/08-news-and-effects.css	.av-news-led-snake i	.av-news-led-snake i	av-news-led-snake		drop-rule
src/css/main/08-news-and-effects.css	.av-news-led-snake i	.av-news-led-snake i	av-news-led-snake		drop-rule
src/css/main/08-news-and-effects.css	/* O singura linie LED: cap luminos si coada estompata. */ .av-news-led-snake	/* O singura linie LED: cap luminos si coada estompata. */ .av-news-led-snake	av-news-led-snake		drop-rule
src/css/trending/01-trending-core.css	.title-block	.title-block	title-block		drop-rule
src/css/trending/01-trending-core.css	.title-block h2	.title-block h2	title-block		drop-rule
src/css/trending/01-trending-core.css	.header-right	.header-right	header-right		drop-rule
src/css/trending/01-trending-core.css	.episode-badge	.episode-badge	episode-badge		drop-rule
src/css/trending/01-trending-core.css	.trending-pair .meta-panel	.trending-pair .meta-panel	meta-panel		drop-rule
src/css/trending/01-trending-core.css	.trending-pair .meta-content-stack	.trending-pair .meta-content-stack	meta-content-stack		drop-rule
src/css/trending/01-trending-core.css	.trending-pair .series-title-vertical	.trending-pair .series-title-vertical	series-title-vertical		drop-rule
src/css/trending/01-trending-core.css	.trending-pair .series-rank	.trending-pair .series-rank	series-rank		drop-rule
src/css/trending/01-trending-core.css	.trending-pair.pair-1 .series-rank	.trending-pair.pair-1 .series-rank	series-rank		drop-rule
src/css/trending/01-trending-core.css	.trending-pair.pair-2 .series-rank	.trending-pair.pair-2 .series-rank	series-rank		drop-rule
src/css/trending/01-trending-core.css	.trending-pair.pair-3 .series-rank	.trending-pair.pair-3 .series-rank	series-rank		drop-rule
src/css/trending/01-trending-core.css	.trending-pair .series-detail, .trending-pair .series-rating	.trending-pair .series-detail	series-detail		drop-rule
src/css/trending/01-trending-core.css	.trending-pair .series-detail, .trending-pair .series-rating	.trending-pair .series-rating	series-rating		drop-rule
src/css/trending/01-trending-core.css	.trending-section .card-image:not(#__av_prio_a#__av_prio_b)	.trending-section .card-image:not(#__av_prio_a#__av_prio_b)	card-image		drop-rule
src/css/trending/01-trending-core.css	.trending-section .card-image img:not(#__av_prio_a#__av_prio_b)	.trending-section .card-image img:not(#__av_prio_a#__av_prio_b)	card-image		drop-rule
src/css/trending/01-trending-core.css	.trending-pair:hover .trending-section .card-image img	.trending-pair:hover .trending-section .card-image img	card-image		drop-rule
src/css/trending/01-trending-core.css	.trending-pair:hover .trending-section .card-image img:not(#__av_prio_a#__av_prio_b)	.trending-pair:hover .trending-section .card-image img:not(#__av_prio_a#__av_prio_b)	card-image		drop-rule
src/css/trending/01-trending-core.css	.trending-section .image-overlay	.trending-section .image-overlay	image-overlay		drop-rule
src/css/trending/01-trending-core.css	.trending-section .light-sweep, .trending-section .energy-line, .trending-section .energy-line-top, .trending-section .floating-orb	.trending-section .light-sweep	light-sweep		drop-rule
src/css/trending/01-trending-core.css	.trending-section .light-sweep, .trending-section .energy-line, .trending-section .energy-line-top, .trending-section .floating-orb	.trending-section .energy-line	energy-line		drop-rule
src/css/trending/01-trending-core.css	.trending-section .light-sweep, .trending-section .energy-line, .trending-section .energy-line-top, .trending-section .floating-orb	.trending-section .energy-line-top	energy-line-top		drop-rule
src/css/trending/01-trending-core.css	.trending-section .light-sweep, .trending-section .energy-line, .trending-section .energy-line-top, .trending-section .floating-orb	.trending-section .floating-orb	floating-orb		drop-rule
src/css/trending/01-trending-core.css	.trending-section .shine	.trending-section .shine	shine		drop-rule
src/css/trending/01-trending-core.css	.trending-pair:hover .trending-section .shine	.trending-pair:hover .trending-section .shine	shine		drop-rule
src/css/trending/01-trending-core.css	.light-sweep	.light-sweep	light-sweep		drop-rule
src/css/trending/01-trending-core.css	.trending-pair:hover .light-sweep	.trending-pair:hover .light-sweep	light-sweep		drop-rule
src/css/trending/01-trending-core.css	.trending-section .energy-line, .trending-section .energy-line-top	.trending-section .energy-line	energy-line		drop-rule
src/css/trending/01-trending-core.css	.trending-section .energy-line, .trending-section .energy-line-top	.trending-section .energy-line-top	energy-line-top		drop-rule
src/css/trending/01-trending-core.css	.trending-section .energy-line	.trending-section .energy-line	energy-line		drop-rule
src/css/trending/01-trending-core.css	.trending-section .energy-line-top	.trending-section .energy-line-top	energy-line-top		drop-rule
src/css/trending/01-trending-core.css	.trending-section .energy-line::before, .trending-section .energy-line-top::before	.trending-section .energy-line::before	energy-line		drop-rule
src/css/trending/01-trending-core.css	.trending-section .energy-line::before, .trending-section .energy-line-top::before	.trending-section .energy-line-top::before	energy-line-top		drop-rule
src/css/trending/01-trending-core.css	.trending-pair:hover .trending-section .energy-line, .trending-pair:hover .trending-section .energy-line-top	.trending-pair:hover .trending-section .energy-line	energy-line		drop-rule
src/css/trending/01-trending-core.css	.trending-pair:hover .trending-section .energy-line, .trending-pair:hover .trending-section .energy-line-top	.trending-pair:hover .trending-section .energy-line-top	energy-line-top		drop-rule
src/css/trending/01-trending-core.css	.trending-pair:hover .trending-section .energy-line::before	.trending-pair:hover .trending-section .energy-line::before	energy-line		drop-rule
src/css/trending/01-trending-core.css	.trending-pair:hover .trending-section .energy-line-top::before	.trending-pair:hover .trending-section .energy-line-top::before	energy-line-top		drop-rule
src/css/trending/01-trending-core.css	.trending-section .floating-orb	.trending-section .floating-orb	floating-orb		drop-rule
src/css/trending/01-trending-core.css	.trending-section .orb-center	.trending-section .orb-center	orb-center		drop-rule
src/css/trending/01-trending-core.css	.trending-pair:hover .trending-section .floating-orb	.trending-pair:hover .trending-section .floating-orb	floating-orb		drop-rule
src/css/trending/01-trending-core.css	.trending-section .particles-canvas	.trending-section .particles-canvas	particles-canvas		drop-rule
src/css/trending/01-trending-core.css	.trending-section .episode-badge	.trending-section .episode-badge	episode-badge		drop-rule
src/css/trending/01-trending-core.css	.trending-popup-fx	.trending-popup-fx	trending-popup-fx		drop-rule
src/css/trending/01-trending-core.css	.trending-popup-fx::before	.trending-popup-fx::before	trending-popup-fx		drop-rule
src/css/trending/01-trending-core.css	.hover-popup.active .trending-popup-fx::before	.hover-popup.active .trending-popup-fx::before	trending-popup-fx		drop-rule
src/css/trending/01-trending-core.css	.trending-popup-fx::after	.trending-popup-fx::after	trending-popup-fx		drop-rule
src/css/trending/03-trending-responsive.css	.trending-pair .series-rank	.trending-pair .series-rank	series-rank		drop-rule
src/css/trending/03-trending-responsive.css	.trending-pair .series-title-vertical	.trending-pair .series-title-vertical	series-title-vertical		drop-rule
src/css/trending/03-trending-responsive.css	.trending-pair .meta-panel	.trending-pair .meta-panel	meta-panel		drop-rule
src/css/trending/03-trending-responsive.css	.trending-pair .meta-content-stack	.trending-pair .meta-content-stack	meta-content-stack		drop-rule
src/css/trending/03-trending-responsive.css	#trendingMaster .avt-episode	#trendingMaster .avt-episode	avt-episode		drop-rule
src/css/trending/03-trending-responsive.css	#trendingMaster .avt-top-label	#trendingMaster .avt-top-label	avt-top-label		drop-rule
src/css/trending/03-trending-responsive.css	#trendingMaster .avt-caption-meta	#trendingMaster .avt-caption-meta	avt-caption-meta		drop-rule
src/css/trending/03-trending-responsive.css	#trendingMaster .avt-caption-line	#trendingMaster .avt-caption-line	avt-caption-line		drop-rule
src/css/trending/03-trending-responsive.css	#trendingMaster .trending-pair:hover .avt-caption-line	#trendingMaster .trending-pair:hover .avt-caption-line	avt-caption-line		drop-rule
src/css/trending/03-trending-responsive.css	#trendingMaster .avt-episode	#trendingMaster .avt-episode	avt-episode		drop-rule
src/css/trending/03-trending-responsive.css	#trendingMaster .trending-pair,   #trendingMaster .avt-artwork img,   #trendingMaster .avt-caption-line	#trendingMaster .avt-caption-line	avt-caption-line		drop-branch
src/css/trending/04-trending-refinements.css	#trendingMaster .title-block h2	#trendingMaster .title-block h2	title-block		drop-rule
src/css/trending/04-trending-refinements.css	#trendingMaster .avt-caption-meta	#trendingMaster .avt-caption-meta	avt-caption-meta		drop-rule
src/css/trending/06-trending-final.css	#trendingMaster .title-block:not(#__av_prio_a#__av_prio_b)	#trendingMaster .title-block:not(#__av_prio_a#__av_prio_b)	title-block		drop-rule
src/css/trending/06-trending-final.css	#trendingMaster .title-block h2:not(#__av_prio_a#__av_prio_b)	#trendingMaster .title-block h2:not(#__av_prio_a#__av_prio_b)	title-block		drop-rule
src/css/trending/06-trending-final.css	#trendingMaster .title-block:not(#__av_prio_a#__av_prio_b), #trendingMaster .header-right:not(#__av_prio_a#__av_prio_b)	#trendingMaster .title-block:not(#__av_prio_a#__av_prio_b)	title-block		drop-rule
src/css/trending/06-trending-final.css	#trendingMaster .title-block:not(#__av_prio_a#__av_prio_b), #trendingMaster .header-right:not(#__av_prio_a#__av_prio_b)	#trendingMaster .header-right:not(#__av_prio_a#__av_prio_b)	header-right		drop-rule
src/css/trending/06-trending-final.css	#trendingMaster .title-block:not(#__av_prio_a#__av_prio_b)	#trendingMaster .title-block:not(#__av_prio_a#__av_prio_b)	title-block		drop-rule
src/css/trending/06-trending-final.css	#trendingMaster .header-right:not(#__av_prio_a#__av_prio_b)	#trendingMaster .header-right:not(#__av_prio_a#__av_prio_b)	header-right		drop-rule
